1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988235294,0.925490196,1,0.91372549,0.831372549,0.854901961,0.866666667,0.819607843,0.819607843,0.898039216,0.866666667,0.847058824,0.937254902,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988235294,0.925490196,1,0.91372549,0.831372549,0.854901961,0.866666667,0.819607843,0.819607843,0.898039216,0.866666667,0.847058824,0.937254902,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988235294,0.925490196,1,0.91372549,0.831372549,0.854901961,0.866666667,0.819607843,0.819607843,0.898039216,0.866666667,0.847058824,0.925490196,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988235294,0.925490196,1,0.91372549,0.831372549,0.854901961,0.866666667,0.819607843,0.819607843,0.898039216,0.866666667,0.847058824,0.925490196,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988235294,0.925490196,1,0.91372549,0.831372549,0.854901961,0.866666667,0.819607843,0.819607843,0.898039216,0.866666667,0.847058824,0.925490196,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988235294,0.925490196,1,0.91372549,0.831372549,0.854901961,0.866666667,0.819607843,0.819607843,0.898039216,0.866666667,0.847058824,0.937254902,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988235294,0.925490196,1,0.91372549,0.831372549,0.854901961,0.866666667,0.819607843,0.819607843,0.898039216,0.866666667,0.847058824,0.925490196,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988235294,0.925490196,1,0.91372549,0.831372549,0.854901961,0.866666667,0.819607843,0.819607843,0.898039216,0.866666667,0.847058824,0.937254902,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988235294,0.937254902,1,0.925490196,0.831372549,0.854901961,0.866666667,0.819607843,0.819607843,0.898039216,0.866666667,0.854901961,0.937254902,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988235294,0.937254902,1,0.925490196,0.831372549,0.854901961,0.866666667,0.831372549,0.831372549,0.898039216,0.866666667,0.854901961,0.937254902,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988235294,0.937254902,1,0.91372549,0.831372549,0.854901961,0.866666667,0.819607843,0.819607843,0.898039216,0.866666667,0.854901961,0.937254902,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.847058824,0.866666667,0.866666667,0.831372549,0.831372549,0.898039216,0.866666667,0.854901961,0.937254902,1
1,1,1,1,1,0,0.333333333,0,1,1,1,1,1,1,1,0,0.509803922,0.473202614,0.507189542,0.473202614,0,0.788235294,0.866666667,0.831372549,0.831372549,0.898039216,0.866666667,0.854901961,0.937254902,1
1,1,1,1,0,0.333333333,0.333333333,0,1,1,1,1,1,1,0,0.517647059,0.495424837,0.473202614,0.507189542,0.473202614,0.445751634,0.141176471,0.701960784,0.831372549,0.831372549,0.898039216,0.866666667,0.854901961,0.937254902,1
1,1,1,1,0,0.333333333,0.333333333,0,1,1,1,1,1,1,0,0.517647059,0.495424837,0.473202614,0.507189542,0.473202614,0.430065359,0.164705882,0.701960784,0.831372549,0.831372549,0.898039216,0.866666667,0.854901961,0.937254902,1
1,1,1,0,0.333333333,0.333333333,0.333333333,0.333333333,0,1,1,1,1,0,0.517647059,0.509803922,0.495424837,0.473202614,0.507189542,0.473202614,0.430065359,0.445751634,0.236601307,0.533333333,0.831372549,0.898039216,0.898039216,0.854901961,0.937254902,1
0.988235294,0.988235294,0.988235294,0,0.333333333,0.666666667,0.333333333,0.333333333,0,0.988235294,0.988235294,0.988235294,0.988235294,0,0.509803922,0.495424837,0.473202614,0,1,0.51372549,0.416993464,0.430065359,0.445751634,0.270588235,0.454901961,0.866666667,0.854901961,0.831372549,0.91372549,0.988235294
